author,dates,likes,Comments
@rhivan8365,2024-06-29T14:58:13Z,0,Wajib virall di ig tiktok dll
@EmmiaranitaSembiring,2024-06-29T14:57:36Z,0,"Oxford, Yale??????? Gile, Ivy league coyyy? Beneran dri sana kah? Atau IISMA?"
@CaelByul,2024-06-29T14:57:33Z,0,"Anjir orang pinter abis selesai ujian, langsung gibahin  soal... 😂😂😂"
@apadi-nunuschannel2808,2024-06-29T14:57:21Z,0,Baguuus bangeeet
@adeliibr,2024-06-29T14:57:20Z,0,SERUUUU BANGETTTT BUTUH EPISODE 2 PLISSSSSSS YA ALLAH 😭😭😭😭🔥🔥🔥🔥
@rosidimulyati3008,2024-06-29T14:57:13Z,0,Vivat ITS
@rakhelbadjeber187,2024-06-29T14:57:04Z,0,Shakira kamu keren banget❤
@bb_9392,2024-06-29T14:56:51Z,0,SERUUUUUUU
@akbarnothmnn-rp4ei,2024-06-29T14:56:50Z,0,"keren semua, tapi tolong lah jangan bawa2 TAKDIR disini, malu2in 🙏"
@zzii14,2024-06-29T14:56:03Z,0,"KERENNN BANGETT, PLISS BANYAKIN ACARA KEK GINI DI INDO"
@Doremivita,2024-06-29T14:55:54Z,0,Kalo kaya gini sih aku yakin diriku hanya butiran debu
@msp_nt,2024-06-29T14:55:47Z,0,Wahhhh keren bangetttt
@egarestiyani19,2024-06-29T14:55:46Z,0,menyalaaa bangett🤩🤩🤩
@sarahsalsa,2024-06-29T14:55:36Z,4,"RUANG GURU PATUT DIAPRESIASI, aku sebagai salah satu pernah berlangganan sama mereka bener2 seupdate itu sama semua mapel, thank u so much ruang guru❤❤❤❤.
AYO TRENDINGKAN RUANG GURUUUUUU"
@ulfatulzulfa7803,2024-06-29T14:55:32Z,0,Please ini harus viral sihh
@hanisakinah751,2024-06-29T14:55:15Z,0,Konsepny kaya acara yg d korea itu ya..lupa nama acarany apa?
@laughpaugh7536,2024-06-29T14:55:10Z,0,Gasss trendingin guysss
@zq_akbar125,2024-06-29T14:54:13Z,0,Kerenn
@nadyaputri2865,2024-06-29T14:54:02Z,0,KEREENNN BGTT HARUSS VIRALL
@chelceaas,2024-06-29T14:53:54Z,0,SERU BGTT
@pandenakicky5130,2024-06-29T14:53:37Z,0,Makin seruu keren banget
@ariesse,2024-06-29T14:53:30Z,0,Keren abiezzz
@dindaapril2805,2024-06-29T14:53:18Z,0,Lanjutan nya kapan yah ada yg tau?
@pandenakicky5130,2024-06-29T14:53:15Z,0,Keren bangeettttt
@dwiuwow3609,2024-06-29T14:53:15Z,0,GASABAR BANGET BESOKKK❤❤
@kiki-ly8sd,2024-06-29T14:53:11Z,0,m in maxwell stands for medok KEEP GOING MY BROTHERR
@dianwisudianty9600,2024-06-29T14:53:02Z,3,"Aku sudah ibu2, tapi suka sama acara macem war of university. Mudah2an anak3ku nanti bisa ikut berlaga 🎉 jadi adain terus ya sampe anakku masuk kuliah 😂"
@a.viesca.b,2024-06-29T14:52:58Z,0,semuanya hebatt🔥
@user-ry2ht4nh3p,2024-06-29T14:52:46Z,0,Insecuree wee pinter2 banget dah
@imzaranotzahra,2024-06-29T14:52:37Z,0,please adain tiap tahunn 🤩🤩
@dianchandradewi2080,2024-06-29T14:52:33Z,0,Akhirnya ada acara berbobot lagi❤
@zakyechannel5059,2024-06-29T14:52:23Z,0,pen ikutan di next year plisss
@stnafiah818,2024-06-29T14:52:10Z,1,Yang ga lolos pliss kalian tetep semangat!! Kalian tetep hebat kok
@a.viesca.b,2024-06-29T14:51:45Z,0,KEREN BGT WEYY
@seelviwd,2024-06-29T14:51:30Z,0,edward mirip mak beti
@akulusyu,2024-06-29T14:51:29Z,0,SERU BANGET 😭😭😭 LIAT ORANG ORANG PINTER
@mbakdepii,2024-06-29T14:51:24Z,0,"Seneng banget akhirnta tayang 🔥🔥 udah nunggu2 tanggal 29 eh hari ini kelupaan baru nonton jam segini 😂
Ayo viralkan acara ini 🔥🔥"
@AgamlestariArhanud,2024-06-29T14:51:17Z,0,Waaah ga sabar liat mahasiswa univ luar vs negri ni
@auraveganisaaputri9324,2024-06-29T14:51:09Z,0,rea itb bukannya lolos?
@alifiacahyaandini,2024-06-29T14:51:05Z,0,"plsss mau banget punya soalnyaaa mau coba jugaaaa, kakak""nyaaa hebaaattttt kereeeennnn!!!! 🥺👍🏻👍🏻👍🏻👍🏻"
@winterdreams7479,2024-06-29T14:50:59Z,0,Gw klo disitu cmn ngang ngong doang😭
@kimjulianti3916,2024-06-29T14:50:57Z,0,Mereka keren banget ikut deg-degan banget.  Ikut Seneng banget pas yang dari prodi manajemen lolos meskipun beda kampus tapi bangga banget. Hidup manajemen 🎉 dan kaget banget pas ada kampus dari Korsel kaisat woyy kaisat cuyy . Kenapa SNU tidak ada admin ruang guru?
@nan.lyrics,2024-06-29T14:50:56Z,1,kak ibnuuuuu hueueueueeeee😭😭😭😭😭
@mawarkhadijah5103,2024-06-29T14:50:53Z,0,Nonton 40 menit gak berasaa
@laraswidyaningrum8755,2024-06-29T14:50:38Z,0,gilak kaist juga ada g sabar
@sharlaaa._v-tuberedit2424,2024-06-29T14:50:29Z,0,"KEREN BANGET! Apapun hasilnya, kalian tetap hebat‼️❤"
@indahsasoe,2024-06-29T14:50:22Z,0,seru banget sumpah
@dewaayudpm839,2024-06-29T14:49:57Z,0,"Seruuu coi, cuma iklannya banyak yaak 😂 tapi keren semua sih mereka seriusan daaah 👍🏻"
@dailysal,2024-06-29T14:49:47Z,0,"KURANG PANJANG GA SI DURASINYA, SERU BANGETT"
@Ipfan17,2024-06-29T14:49:25Z,0,SERU!!
@zynfly,2024-06-29T14:49:16Z,1,"Akhirnyaaaa!!!
yg akuu tunggu selama inii🔥🔥🔥"
@NabelaSazli,2024-06-29T14:49:09Z,0,keren banget sihhh
@stvrr268,2024-06-29T14:49:06Z,0,Suka banget kek gini bisa menghibur kebodohanku😭😭
@annisarahman9690,2024-06-29T14:49:03Z,0,PLSSS MEREKA KOK KEREN KEREN BANGETTT?!! 🔥🔥🔥
@syf1578,2024-06-29T14:48:46Z,0,"GAK SABAR EPISODE KE - 2
INI KEREN BANGET
VIRALKAN"
@Senjatanuklirr_,2024-06-29T14:48:40Z,0,"Keren2 banget njir 
yang IPK 2,3 ga diajak langsung jadi wapres"
@erlanggaramadhan7804,2024-06-29T14:48:08Z,0,SUKA BANGET NONTON ORNG PINTER 😭😭😭😭
@nurlaelatulhidayah3589,2024-06-29T14:47:51Z,0,keren banget gilaak
@fransiscoopranium,2024-06-29T14:47:41Z,0,"Akhirnya tayang juga, gabakal gue skip2 min iklannya"
@semimuliani7415,2024-06-29T14:47:33Z,0,"Tolong dong soalnya agak dilama lamain,saya pingin ikut ngitung"
@Shekyu,2024-06-29T14:47:33Z,0,kuliah 4 tahun berasa gabisa apa2 😭😭
@NANALii-zu5pg,2024-06-29T14:47:18Z,0,Hahahahahhaha
@intanputri6588,2024-06-29T14:47:13Z,0,ikut merinding pas ada tambahan dari anak2 yg kuliah dari luar negeri bakal joinnn.
@sabrinaavrilleya3477,2024-06-29T14:47:13Z,0,"SERU BANGETTT PLISSS😭IKUTAN SENENG IYA, IKUTAN PUYENG IYA, IKUT GREGETNYA JUGA ADA DI AKHIR😭👊🏻"
@achipta,2024-06-29T14:46:51Z,0,"minn, soalnya bisa ga ditunjukin juga ke layar?? kita netizen juga mau ikut pusing ngitunginnya wkwkwk"
@zaffa-lf6kb,2024-06-29T14:46:51Z,0,"Kerennn bangettt, bisa ga sih banyakin program kyk giniiiii"
@reniluviana2840,2024-06-29T14:46:49Z,0,ihh keren bgt...
@nabilasyafitri954,2024-06-29T14:46:36Z,0,KEREN BANGET INI ACARA 😮 ISI NYA ORANG PINTER SEMUA
@rabiahaladawiyah8755,2024-06-29T14:46:25Z,0,KERENNNN BANGETTT SEMUANYAAAAAA🎉❤
@dinarrer,2024-06-29T14:46:09Z,0,keren keren iniii❤😮
@kiranazaafarani2366,2024-06-29T14:45:54Z,0,WOYYY OXFORD WOYYYYYYYYY ASTAGAAA
@JessicaPutri-we5ic,2024-06-29T14:45:50Z,0,"Please Indonesia perbanyak konten² kaya gini
lebih bermanfaat jg bisa motivasi anak2 muda"
@felliitaa,2024-06-29T14:45:42Z,0,Cant wait for the next eps!!
@sunrise8652,2024-06-29T14:45:36Z,466,"Klo ada yg masih mau ngehujat peserta nya sih keterlaluan banget , masalahnya orang² ikut ini aja sdh keren banget gk semua orang bisa dapat kesempatan kaya mereka"
@dindaadeliaaaa,2024-06-29T14:45:34Z,0,favorit ku kak kadit
@rainforestishere,2024-06-29T14:45:33Z,0,"SARAN: PLIS DURASI PENGERJAANNYA DIKASIH KETERANGAN WAKTU, JANGAN PAKE BENDERA🙏🏻🙏🏻🙏🏻"
@rizqibs7340,2024-06-29T14:45:15Z,0,Makk lucu banget yang medok2 wkwkw
@dal7830,2024-06-29T14:45:08Z,0,GILSSSSSS
@annita_17,2024-06-29T14:44:59Z,0,ditunggu next episode !!!
@FitriDewi-xo5wd,2024-06-29T14:44:53Z,0,pas tau ada peserta selanjutnya gue langsung nangiss
@isdinawatipurba7478,2024-06-29T14:44:34Z,0,Kren banget. ... 🔥🔥🔥🔥
@sitinurhalizasiregar3841,2024-06-29T14:44:19Z,0,Smoga pintar nya nular😫
@sofyanhadi1273,2024-06-29T14:44:12Z,0,The best ever
@lelouch2055,2024-06-29T14:44:05Z,0,Oxford woy buset
@riffatpratama7808,2024-06-29T14:44:05Z,0,Bikin sd dong
@dailyvlog_ita,2024-06-29T14:43:55Z,0,Keren bangeettt acara ini.
@tasyarahel2911,2024-06-29T14:43:48Z,0,Yaampun emang beda bgt ya yg otak nya pinter sama otak pas pasan kaya gue😂
@desfitaaulia,2024-06-29T14:43:42Z,0,ga sabar banget episode ke 2
@tinctoria2938,2024-06-29T14:43:41Z,0,GILAK DAG DIG DUG BGT
@KeiKkuri,2024-06-29T14:43:38Z,0,PLS ADAIN TIAP TAHUN BIAR AK BISA JOIN DI MASA DEPAN NANTIII 😩😩
@mohamadakbar__,2024-06-29T14:43:23Z,1,PERCAYA INDONESIA MASIH BANYAK ORANG PINTAR
@etrhmy,2024-06-29T14:43:16Z,0,Acara kayak gini loh yg harusnya trending👏
@arymmm,2024-06-29T14:43:12Z,0,"SUMPAHHH BUAT KAKAK"" YG BLM BISA LOLOS GPP KAK,KALIAN UDH KEREN BGT ❤❤❤ PROUD OF YOU GUYSSS"
@selfsel_3815,2024-06-29T14:43:09Z,1,Cung siapa yg SS Soalnya ke 3 Ronde ikutan itung jugaa nyari nyaa ga pake kalkulator ☝️🤯
@deaintanpurwanti25,2024-06-29T14:43:05Z,0,"Aarghh seneng banget gak sabar episode selanjutnya, pliss yg kyk gini harus trending pokoknya"
@firologi,2024-06-29T14:42:50Z,0,Ada kakel gue
@maijonhamonanganpurba3867,2024-06-29T14:42:44Z,0,Selanjutnya kapan lagi
@chriss8196,2024-06-29T14:42:29Z,0,Nnton sambil cb juga jawab soalnya 😅😅😅😊😊😊
@Astrophile_11,2024-06-29T14:41:57Z,0,Ih keren banget
@robloxhaqy,2024-06-29T14:41:31Z,0,GG BNG GANANG!!! 🎉
@zfeiraasr07,2024-06-29T14:41:27Z,0,Wadidaw ada dari Oxford 😮😮😮
@akbarrizkiramadhan3810,2024-06-29T14:41:01Z,0,UPI teu aya?
@irfaramx,2024-06-29T14:40:57Z,0,Why am I so emotional when they come? Literally crying
@farhanrozaki7340,2024-06-29T14:40:51Z,1,"Keren banget cokk, nungguin eps 2 nya sihh🔥"
@Veercensio256,2024-06-29T14:40:46Z,2,Min knp pada nggak pake jas/almamater per kampus nya? padahal bagus tuh dah bisa bedain orang² nya dari kampus mana please bacaaaa!!!!!!
@Krismawan77,2024-06-29T14:40:41Z,0,Kerennnnn🎉🎉🎉🎉🎉
@FahruFadillah,2024-06-29T14:40:34Z,0,Mereka pinter pinter makannya apaaa😭😭😭😭
@faizaanastasia5887,2024-06-29T14:40:28Z,1,KEREN KEREN BGT KAKA KAKA INIII 😻😻
@syhnymanusia,2024-06-29T14:40:24Z,0,Fair ga si kalau sudah tersisa 30 lalu ada yg masuk tanpa melewati babak 40? 😢
@Anastasya-xi8en,2024-06-29T14:40:21Z,0,AHH KA REAA DAN KAA NANAA😭😭😭
@dyaswib,2024-06-29T14:40:02Z,0,pls gaakan dihujat kalian bisa ikut kompetisi ini aja udah keren bangetttt❤❤❤
@gilarjordanharyadi4571,2024-06-29T14:39:59Z,0,Kenapa rea dari ITB di eliminasi?
@aceeeliaa4298,2024-06-29T14:39:50Z,0,maxwell medok banget 😭😭😭
@yesygasela17,2024-06-29T14:39:48Z,0,Seru bgt sumpa😭😭😭
@riskaofficial2012,2024-06-29T14:39:45Z,0,SEMUANYA KEREN TITIK
@user-mg3on6oo4l,2024-06-29T14:39:26Z,0,KALIAN KEREN BANGET
@11.kaniafauziaaryawan99,2024-06-29T14:39:24Z,0,SERUU BANGETT HARUS TRENDING SIHH INIII!!!!
@putrijasmine6454,2024-06-29T14:39:21Z,0,KERENNN BGTT TBTB ADA UNIV LAIN???? WOW KYK WOWWWW SEMAKIN SERUUU
@sintiahermawan608,2024-06-29T14:39:10Z,0,TAMBAHIN GA WAKTUNYAAA KURANG IHHHHH
@hilabirahman499,2024-06-29T14:39:09Z,0,yang uin bagian nonton deh
@fathiarizka17,2024-06-29T14:39:01Z,0,KEREN BGT FLISSS MIN.1 EPS DURASINYA 1 SET JAM GASI 😭🫵
@eldaarista444,2024-06-29T14:38:54Z,0,gilakk sangat menghibur ketidak pintaran saya😭😭😭😭
@imustbestrong6692,2024-06-29T14:38:32Z,0,"PLSS JANGAN TAKUT DI HUJAT, KARENA KALIAN SEMUA KEREN BANGET BANGET BANGETTT!! TETAP SEMANGAT YAAA!!"
@Muhamadaminrais,2024-06-29T14:38:23Z,5,"kalian semua keren . baik yang lolos next ronde maupun yang tidak , kalian adalah org2 terbaik diantara yang terbaik . masing masing cuma beda di timing aja dan rezeki nya"
@megasilvia626,2024-06-29T14:38:15Z,0,Yang deg degan nungguin hanif 🗿🙏
@ena-sn4nb,2024-06-29T14:37:51Z,0,emang sebanyak ini yang ngikut kh? dn eps ini kyknya belum make batas waktu~
@DdinaMiskia,2024-06-29T14:37:49Z,0,Keren bangettt
@lailanurasia9999,2024-06-29T14:37:39Z,0,Kereeennn pol semuanya🔥
@chadamlysulthon9943,2024-06-29T14:37:35Z,1,SUKA BANGETT AMA ACARANYA
@thio1139,2024-06-29T14:37:24Z,1,"Lah ini gk bentuk live? 
Curiga dibuat ada gimmick dan settingan"
@alfinnoucher,2024-06-29T14:37:10Z,1,"KEREN BANGETTT ANJJJ, SERASA NIGHT HAS COME"
@ayiself,2024-06-29T14:36:58Z,0,KACAUUUU GG BANGET
@ilmiatunkhasanah2566,2024-06-29T14:36:50Z,0,KEREEN BANGETTTTTT!!!
@almasfaliqahdani3686,2024-06-29T14:36:49Z,0,Ikut deg-degannn 😂
@alxv78,2024-06-29T14:36:32Z,109,"Ekspresi saya ketika nonton cmn ""😮"" dan berkatan ""MasyaAllah sekali kalian ini"" ""Bisa ga aku jadi mahasiswa unggul berprestasi walaupun ga di kampus terkenal"" 😌"
@boychandrasilalahi6750,2024-06-29T14:36:28Z,0,BAGUS BGTTT
@andamsubiranti1780,2024-06-29T14:36:26Z,0,38:37 IM WHEEZING SKDHSKSHSKSHKSDH
@namusic6614,2024-06-29T14:36:23Z,0,MAXWELLL AND SHAKIRAAA GOGOGPGP
@muhammadariffiqri9807,2024-06-29T14:36:22Z,0,"KEREN KERENN BANGET, hahaha agak kaget di akhir tiba tiba ada dri univ internasional"
@AisyahAisyah-nc9ew,2024-06-29T14:36:15Z,0,"Ini yang nonton gercep juga ya,tadi nonton baru 48an sekarng udah selesai nonton udah 100😂😂😂"
@namusic6614,2024-06-29T14:35:52Z,0,JAGOANKU MAXWELL AND SHAKIRAAA 🥳🥳🥳🥳🥳🥳🥳🥳🥳
@user-nx6if3nr9x,2024-06-29T14:35:47Z,0,HERE I'M WATCHING THIS BECAUSE I NEED MOTIVATION BEFORE NEXT SEM
@hariztianizma3214,2024-06-29T14:35:41Z,0,Buat kaka perwakilan UNHAS semangat!!!! Kamu keren kaaa🎉🎉
@jpnesedenlm,2024-06-29T14:35:33Z,0,GA SABAAAR BGT EP 2
@imnadaaa,2024-06-29T14:35:07Z,0,Keren parahhhhh
@iuuirt,2024-06-29T14:34:40Z,0,"Sejauh ini seru, sih. Ayo ramein guys! Ajak orang-orang terdekat kalian nonton ini kalau bisa trendingkan, biar makin banyak orang Indonesia yang tahu dan nonton acara-acara edukatif kayak gini. 

Sudah saatnya tayangan-tayangan di Indonesia di dominasi oleh acara-acara yang berkualitas, mendidik, tapi tetep seru kayak gini."
@reniniftah9717,2024-06-29T14:34:35Z,0,keren semua😊
@hima_8523,2024-06-29T14:34:32Z,0,HEYY KALIAN SEMUA KERENNNNNN 🤩🤩😭
@irwanhardiansyah3659,2024-06-29T14:34:03Z,0,Kok stie stie ngk ada ikut
@arymmm,2024-06-29T14:33:52Z,0,SEMUA KEREN BGTTTTT❤❤❤
@berliannacinta9155,2024-06-29T14:33:40Z,0,"Maxwell medhok sby mu loo😭😭😭 semangatt unairr, UNAIR HEBAT🤗"
@i_n4k,2024-06-29T14:33:37Z,0,MENYALAA RUANG GURUKU🔥🔥🔥🔥
@tenihandayani9845,2024-06-29T14:33:17Z,0,"Baru nonton openingnya aja udah merinding loh aku min, jarang bgt Indonesia punya acara berkualitas gini huhuuuuu"
@GillianMiracleLenta,2024-06-29T14:33:00Z,0,Ibnu semangat
@aishasofhia7984,2024-06-29T14:32:59Z,0,kerennn ikutan panas dingin nontonnya asliiii
@tiaranurilidiana6237,2024-06-29T14:32:39Z,0,🙌🙌🙌
@kaylaaghniyaaz-zahra2324,2024-06-29T14:32:39Z,0,Kerennn
@dianlestari9515,2024-06-29T14:32:37Z,19,Wkwk salfok sama yg takut dihujat netizen. Kamu jgn takut dihujat netizen kak. Rata2 netizen juga gabisa ngerjain soal di bawah tekanan kaya gitu wkwk
@rahmathidayatsianturi4172,2024-06-29T14:32:12Z,0,entitas oxford tiba2 join
@fannyanggraeni6107,2024-06-29T14:32:05Z,0,Kerennnnnn
@tutyzainab3291,2024-06-29T14:32:03Z,0,Keren keren dan hebat hebat semua 💗💗
@_intannn,2024-06-29T14:31:59Z,0,kalian semua keren-keren bangett
@NUNANANA0813,2024-06-29T14:31:56Z,0,KEREN BGT
@wuffyouchan,2024-06-29T14:31:50Z,0,BUSET ADA OXFORD??? 😭😭
@eternityyt4753,2024-06-29T14:31:26Z,2,Menyala Penantang Yang Baru Join..Welcome KAIST & OXFORD🎉🎉
@trisnaikafitri850,2024-06-29T14:31:19Z,0,KEREEEEN RUANG GURU
@desvitanatasya5141,2024-06-29T14:31:16Z,0,ITB complete bet yaampunn
@user-mi5kx7fg8m,2024-06-29T14:31:04Z,0,kenapa undip doang yg pesertanya ga dikenalin...
@anggiefitria5910,2024-06-29T14:30:46Z,0,Maxwell asli Surabaya nyell 🤣. Mantap membawa nama baik Unair
@thoulips,2024-06-29T14:30:43Z,0,MINNN KA VIERA DI EPS BERAPAAA
@mizaarmayra8223,2024-06-29T14:30:36Z,0,YAALLLAAHH KEREN BANGET
@axlivory08,2024-06-29T14:30:31Z,0,SUMPAH SERUUU TW
@evrilaurelnurul,2024-06-29T14:29:55Z,1,BINUSS KERENNN
@eynana8741,2024-06-29T14:29:39Z,0,Motivasi dari kak Fahmi❤❤❤❤
@rrza09,2024-06-29T14:29:29Z,0,"Hi!
ga peduli siapa yang ke elim tapi kalian hebat semuaaaaaaaaaaa. aku bangga kita se negaraaaaa"
@putripertiwi4194,2024-06-29T14:29:26Z,0,"Plisss kalo ini selesai harus ada season 2, biar anak anak termotivasi"
@user-dn5rg6jl4o,2024-06-29T14:29:26Z,0,Aku sedih pas mereka pulang 🥲😭😭😭
@eggansupriyanto8052,2024-06-29T14:29:16Z,0,Yang bilang takut dihujat netizen 😭😭 lucuu puolll
@fawazzr,2024-06-29T14:28:39Z,0,Lihat emblem Oxford wtfff
@sastijuni8882,2024-06-29T14:28:39Z,0,KECEEE
@artikangracesevtjulmantela1744,2024-06-29T14:28:36Z,0,"GILEKKK, KEREN BEUTTT"
@mtypspita,2024-06-29T14:28:35Z,0,Pliss guee merinding nontonyaaaa😭😭
@org3944,2024-06-29T14:28:30Z,0,OXFORD CUYYYYYYY 😭😭😭😭😭😭
@michipixie,2024-06-29T14:28:30Z,0,"merinding bgt karna akhirnya ada acara high quality kaya gini, good job ruang guru!"
@selfinurmalaputri9252,2024-06-29T14:28:20Z,0,min tahun depan ayo dong buat yang univ vs univ seru dehh kayaknya
@zfosix,2024-06-29T14:28:09Z,0,mantap🔥🔥🔥🔥🔥
@aynift,2024-06-29T14:27:44Z,0,"njir ngapain gue ngeklik subtitle coba,,, kebiasaan🗿"
@dnda08,2024-06-29T14:27:37Z,0,gass trending
@gabriellaaddison.461,2024-06-29T14:26:49Z,0,puji tuhan sesuai ekspektasi 😭💝😭💝😭💝
@ssinbyupaca4532,2024-06-29T14:26:40Z,0,seru bangettttttt
@riakurrr,2024-06-29T14:26:38Z,0,"keren bgt kakaknya😭😭😭😭😭 aku yg liat ikut merinding kak, impian aku bgt bisa kayak kakak"" semuaaa😭😭😭❤️"
@khosnolkhotimah3659,2024-06-29T14:26:27Z,0,Buset kaist?????😳😳😳
@nadinlaga5466,2024-06-29T14:26:01Z,0,"Gilakkk, jadi insecuree liat org pintarr🫠🫠"
@shofakia,2024-06-29T14:25:53Z,0,yang terakhir kenapa muka kak Nana yang tereliminasi?? kan kak Nana lolos
@bysansa,2024-06-29T14:25:44Z,0,seru banget woyyyyy 😭
@safiratulaini9655,2024-06-29T14:25:33Z,0,MASS HANIFFF AKU TETAP PADAMUU MASS!!! SEMANGATT MASS YANG LAINN JUGAA TETAP SEMANGATT 😍❤️
@mulyawatiuli660,2024-06-29T14:25:29Z,0,Tontonan wajib bagi seluruh guru dan anak murid Indonesia 😊
@thenami37,2024-06-29T14:25:27Z,0,keren keren banget sumpahhhh 🥹🥹🥹🥹🥹
@Sahrul-te4bn,2024-06-29T14:25:25Z,0,eh ini kapan lagi lanjutnya
@sipusy,2024-06-29T14:25:19Z,1,"Semoga bapak nadiem makarim menteri pendidikan indonesia bisa menonton program berkualitas ini dan mulai menemukan ide² yang lebih baik untuk mengupgrade pendidikan indonesia,karena mereka ini orang² berkualitas dan gw yakin diluaran sana masih banyak anak indonesia yg punya kualitas. Daripada ganti² kurikulum mending mulai bangun semangat belajar ke anak bangsa"
@batozar-rl7ci,2024-06-29T14:25:15Z,2,ORANG² PINTER SEMUAAA KERENN❤❤
@ririsazyani,2024-06-29T14:25:11Z,0,Wow keren
@hyuckrengirl,2024-06-29T14:24:51Z,0,maxwell lucu bgt ya ampunn 😭😭😍
@panjilukman4886,2024-06-29T14:24:34Z,0,Like & comment
@sitinurwahyu8638,2024-06-29T14:24:18Z,0,ah seru seru seru
@kaylaamlia,2024-06-29T14:24:12Z,2,"Min please kasi tau berapa lama waktu yang dibutuhin untuk nyelesain soalnya, jadi kita tau + makin greget 😣"
@RayyanPutera,2024-06-29T14:24:07Z,0,Keren bet coy
@zzafiida_,2024-06-29T14:24:05Z,0,SERUU POLL!!!! DITUNGGU SEASON 2 NYA‼️‼️
@ical7751,2024-06-29T14:24:02Z,0,Gillak dari Oxford
@sarifff883,2024-06-29T14:24:00Z,0,menyalaa Unhass❤❤
@rociparocipa_,2024-06-29T14:23:58Z,0,"apresiasi buat ruangguru karna udh bikin university war ver indo, ditunggu eps 2 nyaaa"
@nabilyganimather,2024-06-29T14:23:58Z,0,"kalau boleh tau, hadiahnya nanti apa ya? atau memang dirahasiakan? Terimakasih~"
@annisasholeha3958,2024-06-29T14:23:21Z,0,Kerennnn bgttttt ...😍😍
@irmalutfianaulfa4920,2024-06-29T14:23:20Z,0,Episode 2 diaplikasi ruangguru.
@matchaciii,2024-06-29T14:23:13Z,0,emak w keknya jagoin maxwell karna medoknya lucuuu😭😭
@emanuellalferry1379,2024-06-29T14:23:11Z,0,yg binus beneran binus bgttt 😭😭
@eyebrowshippo,2024-06-29T14:23:11Z,0,SERUBGTTT SUKA
@apriliakartika9812,2024-06-29T14:23:05Z,0,"Yang nonton jadi ikut dag-dig-dug dorrr, bikin nagih banget woyy😂❤❤❤"
@sabiyaazka1551,2024-06-29T14:22:49Z,0,SERUUUU BNGTTTT
@iyuliza_putri,2024-06-29T14:22:48Z,0,aduhh seru bangettt!!!!
@seastetic8594,2024-06-29T14:22:41Z,0,prsaan penontonnya tdi bru 5000-an skrg udh 8000-an aja😭😭
@yudihariyantoyudi2971,2024-06-29T14:22:38Z,0,Like and comment
@hamadacareen,2024-06-29T14:21:43Z,0,"KEREN BGT ORANG"" PINTERR😭😭"
@MireiNa-es3cz,2024-06-29T14:21:33Z,12,"Udah bagus banget konsepnya, memenuhi ekspektasi. Cuman saran aja, mungkin untuk jawaban2 nya itu disertai dengan penjelasan tersendiri biar yg nonton itu juga bisa sambil belajar"
@awesomeprass,2024-06-29T14:20:59Z,0,Aku takut di hujat😭👊
@fuzewatch,2024-06-29T14:20:57Z,0,ga tahu tuh gimana pressure lawan univ terbaik dunia
@novaananta8429,2024-06-29T14:20:50Z,0,KERENNN BNGTTTTTT🔥🔥🔥
@nailafitria-ih9vy,2024-06-29T14:20:09Z,1,EPS 2 NYA KAPANN YYAAA
@Zaraa138,2024-06-29T14:19:57Z,1,Seruuu liat acara yg gini🫶🏻
@anggiraa8959,2024-06-29T14:19:49Z,0,Share soalnya min
@dwinuryani2441,2024-06-29T14:19:46Z,0,"38:49 di sini aku kek wahhh 😮, sing sepuh yo diundang tah 😭🤗"
@ramadhanvidy4597,2024-06-29T14:19:45Z,0,"yesaya pede bgt, jadi keliatan sombongnya"
@achaa-v9z,2024-06-29T14:19:41Z,0,"ngmng nya maxwell bener"" ngmng ala"" suroboyo gemes bgtt"
@yowsiauaw,2024-06-29T14:19:39Z,0,Gak expect bakal ada yg dari luar
@annita_17,2024-06-29T14:19:29Z,0,LAH KEREN BANGET INIII !!! ❤
@shoviamalia8191,2024-06-29T14:19:15Z,1,"Ih gilak keren bgt 
Ini tayangnya kpn aja si? Seminggu sekali ya? Pliiss jangan kelamaan 🥲"
@fikrisuryapratama97,2024-06-29T14:19:02Z,0,please buat juga buat rumpun keilmuan sosial ❤🎉
@rianashofia8069,2024-06-29T14:18:58Z,0,OXFORD ?!!! OH my ngk sabarrr
@achaa-v9z,2024-06-29T14:18:56Z,0,sumpa maxwell the real arek suroboyo jir wkwk
@masyhurhamnur1352,2024-06-29T14:18:48Z,0,Ga sabar nonton episode 2
@siskapurnamasari361,2024-06-29T14:18:46Z,0,Maxwellllll 🔥🔥🔥 yo opooo :))
@nabilahferdiana5553,2024-06-29T14:18:11Z,0,Yang di tunggu
@TendriAmelia,2024-06-29T14:18:06Z,0,Sumpah keren banget
@user-yi9dm3md6h,2024-06-29T14:17:26Z,0,Ayo UB gas terus... Waduh kok malah ada univ luar juga yg ikut😂
@hasnamutiah2696,2024-06-29T14:17:11Z,0,menyala!!!🔥🔥banyakin yang kaya gini please
@lailifasyayidatinazahra854,2024-06-29T14:17:09Z,0,Mereka yang ngerjain soalnya aku yang mumet disik an😢😂
